"vendor_id","vendor_address","Geohash","permitType",lastCheckup,"vendorName","vendor_id"
"NA","13215 N US 183 HWY SVRD NB, AUSTIN, TX 78729","9v6mnvup","Mobile Food","04-20-2023","COA - GBJB'S","22225"
"NA","6305 CAMERON RD, AUSTIN, TX 78723","9v6s2zsm","Mobile Food","01-11-2024","COA - POLLO RICO EXPRESS #3","7965", 
"(512) 422-7158","1700 S LAMAR BLVD, AUSTIN, TX 78704","9v6kp709","Mobile Food","12-19-2023","COA - FLAVIA'S KITCHEN","22131", 
"NA","2307 MANOR RD AUSTIN, TX 78722 ","9v6s23h2","Mobile Food","05-14-2024","COA - PATRIZIS #1","23908", 
"NA","318 E 5TH ST, AUSTIN, TX 78701","9v6kpvgg","Mobile Food","03-05-2024","COA - GYRO HALAL EATS","23606", 
"NA","13422 DESSAU RD, AUSTIN, TX 78660","9v6sfnyc","Mobile Food","07-18-2023","COA - LUCY MEXICAN FOOD","22615", 
"NA","1210 BARTON SPRINGS RD, AUSTIN, TX 78704","9v6kpkz5","Mobile Food","09-07-2023","COA - KE FRESCA ","729642", 
"NA","1805 E 7TH ST, AUSTIN, TX 78702","9v6s0m0k","Mobile Food","04-16-2024","COA - LA H COMIDA HONDURENA Y MAS","23702", 
"(512) 905-4603","1309 W 45TH ST, AUSTIN, TX 78756","9v6krydy","Mobile Food","06-20-2023","COA - GYRO CENTER","21833", 
"NA","11113 RESEARCH BLVD AUSTIN, TX 78759 ","9v6kzz0g","Mobile Food","08-08-2023","COA - JEANO'S","22701", 
"(305) 905-6642","8504 S CONGRESS AVE, AUSTIN, TX 78745","9v67wuf8","Mobile Food","10-03-2023","COA- AUSTIN ROTISSERIE SOUTH","23010", 
"NA","9400 N IH 35 SVRD SB AUSTIN, TX 78753 ","9v6s9n9n","Mobile Food","06-06-2024","COA - TAQUERIA D'LICIAS F & H","24010", 
"NA","717 E 7TH ST, AUSTIN, TX 78701","9v6kpvze","Mobile Food","03-09-2024","COA - TAQUERIA LA PROVINCIA","22195", 
"NA","5708 BURLESON RD, AUSTIN, TX 78744","9v6eb72f","Mobile Food","06-30-2023","COA - MELISSA'S KITCHEN 2","22499", 
"NA","2324 E CESAR CHAVEZ ST, AUSTIN, TX 78702","9v6s07g8","Mobile Food","05-04-2024","COA - NOM BURGERS","23009", 
"NA","2800 W WILLIAM CANNON DR, AUSTIN, TX 78745","9v67y572","Mobile Food","01-09-2024","COA - SBK MIDDLE EASTERN FOOD","23318", 
"NA","1901 E 51ST ST, AUSTIN, TX 78723","9v6s2u5d","Mobile Food","12-12-2023","COA - LOCATION GOURMET","22767", 
"(901) 359-8031","2213 POQUITO ST Unit 108, AUSTIN, TX 78722","9v6s2340","Mobile Food","02-01-2024","COA - BROTHER FRIEND","7923", 
"NA","5000 BURNET RD, AUSTIN, TX 78756","9v6krzu3","Mobile Food","05-07-2024","COA - NEIGHBOR COFFEE & FRIENDS","23723", 
"NA","517 N IH 35 SVRD NB, AUSTIN, TX 78702","9v6s0j8h","Mobile Food","02-13-2024","COA - SABOR COLOMBIA FOOD TRUCK LLC","23517", 
"(312) 664-8200","10414 MC KALLA PL, AUSTIN, TX 78758","9v6sb7fv","Mobile Food","05-29-2024","COA - UNIT NP126","8027", 
"NA","2701 W WILLIAM CANNON DR, AUSTIN, TX 78745","9v67y4uj","Mobile Food","01-08-2024","COA - RADIX HOUSE COFFEE I","21376", 
"NA","5000 BURNET RD, AUSTIN, TX 78756","9v6krzu3","Mobile Food","08-29-2023","COA - ROCKIN' ROLLS","23181", 
"(512) 629-1500","5415 CAMERON RD, AUSTIN, TX 78723","9v6s2wjm","Mobile Food","10-11-2023","COA - TORTAS EL GUERO","22446", 
"(512) 567-1115","2001 E CESAR CHAVEZ ST, AUSTIN, TX 78702","9v6s0k00","Mobile Food","01-30-2024","COA - EATS KITCHEN","23309", 
"NA","1720 BARTON SPRINGS RD, AUSTIN, TX 78704","9v6kpm71","Mobile Food","04-14-2024","COA - ORIGINAL NEW ORLEANS PO-BOY & GUMBO SHRIMP #3, THE","22861", 
"NA","601-709 E RUNDBERG LN, AUSTIN, ","9v6s9n87","Mobile Food","02-27-2024","COA - DELICIAS LUVIANOS","23393", 
"NA","601 W LIVE OAK ST, AUSTIN, TX 78704","9v6kp3yc","Mobile Food","11-09-2023","COA - TXSHAWARMA 1","23072", 
"NA","9201 CIRCUIT OF THE AMERICAS BLVD , AUSTIN TX 07861","9v6e6n1b","Mobile Food","03-12-2024","COA - TORRES TAQUERIA #2","23600", 
"NA","3901 PROMONTORY POINT DR, AUSTIN, TX 78744","9v6eb576","Mobile Food","04-18-2024","COA - PUEBLO VIEJO MEXICAN FOOD LLC #11","23695", 
"(512) 968-0688","10601 N LAMAR BLVD, AUSTIN, TX 78753","9v6sc13s","Mobile Food","10-26-2023","COA - SEBAS CHURRO'S","22866", 
"NA","9433 PARKFIELD DR, AUSTIN, TX 78758","9v6sb8mh","Mobile Food","08-10-2023","COA - LA HAWAIIANA INC #3 ","292763", 
"(512) 293-6736","222 E 6TH ST, AUSTIN, TX 78701","9v6kpy5d","Mobile Food","04-18-2024","COA - A LA CART","8043", 
"NA","6305 PORTER ST, AUSTIN, TX 78741","9v6ebz39","Mobile Food","10-05-2023","COA - ANTOJITOS EXPRESS LLC","22316", 
"(830) 743-2415","9306 N LAMAR BLVD, AUSTIN, TX 78753","9v6s8z60","Mobile Food","05-28-2024","COA - TACOS EL CHARL","23853", 
"NA","3008 W SLAUGHTER LN, AUSTIN, TX 78748","9v67tw4c","Mobile Food","01-08-2024","COA - GYRO N KABAB LLC","22498", 
"NA","4429 DUVAL ST, AUSTIN, TX 78751","9v6s2jpj","Mobile Food","09-19-2023","COA - TAQUERIA EL PICANTE #2","22782", 
"(737) 341-8194","2601 W BRAKER LN, AUSTIN, TX 78758","9v6sbk6g","Mobile Food","03-26-2024","COA - HONDUMEX","23671", 
"NA","7207 E RIVERSIDE DR, AUSTIN, TX 78741","9v6ebvkz","Mobile Food","04-23-2024","COA - RICE ON THE HILL","8041", 
"NA","9313 ANDERSON MILL RD AUSTIN, TX 78729 ","9v6mnz7c","Mobile Food","03-13-2024","COA - KABABEQUE 1","22284", 
"(512) 902-2190","8610 N LAMAR BLVD, AUSTIN, TX 78753","9v6s8wn1","Mobile Food","11-07-2023","COA - TAQUERIA AYLIN","23044", 
"NA","1512 E 6TH ST, AUSTIN, TX 78702","9v6s0jm8","Mobile Food","06-13-2024","COA - HOT BOX PIZZA & ROLLS","23986", 
"NA","613 TRINITY ST, AUSTIN, TX 78701","9v6kpyhe","Mobile Food","08-03-2023","COA - DORIAN'S BISTRO","22694", 
"NA","7800 S 1ST ST, AUSTIN, TX 78745","9v67wxn4","Mobile Food","06-02-2023","COA - STELLAR COFFEE CO.","21626", 
"NA","7110 CAMERON RD, AUSTIN, TX 78752","9v6s8btu","Mobile Food","02-22-2024","MI LINDO MICHOACAN TAQUERIA ","889330", 
"(737) 708-5737","2806 MANOR RD, AUSTIN, TX 78722","9v6s292e","Mobile Food","11-09-2023","COA - LA SANTA BARBACHA #2","23068", 
"NA","PO BOX 275 CEDAR PARK, TX 78613 ","9v6s8kn3","Mobile Food","06-01-2023","COA - KONA ICE ATX A","22366", 
"NA","5015 DUVAL ST AUSTIN, TX 78751 ","9v6s2q6x","Mobile Food","08-17-2023","COA - BISCUITS & GROOVY #3","22715", 
"(512) 659-6601","10601 N LAMAR BLVD, AUSTIN, TX 78753","9v6sc13s","Mobile Food","06-15-2023","COA - LAS FLORES #5","22422", 
"(512) 618-5220","1906 E CESAR CHAVEZ ST, AUSTIN, TX 78702","9v6s0hps","Mobile Food","03-14-2024","COA - GRANNY'S TACOS #3","23625", 
"NA","98 SAN JACINTO BLVD AUSTIN, TX 78701 ","9v6kpv44","Mobile Food","03-14-2024","COA - FOUR SEASONS BEVERAGE TRUCK","23650", 
"NA","1017 BARTON SPRINGS RD, AUSTIN, TX 78704","9v6kps8t","Mobile Food","10-26-2023","COA - NUHA'S SINFUL DESSERTS","22311", 
"NA","14509 FM 969 RD, AUSTIN, TX 78725","9v6s56qc","Mobile Food","01-28-2023","TC - ANDY'S TAQUERIA","5243", 
"NA","2505 WEBBERVILLE RD, AUSTIN, TX 78702","9v6s0mpn","Mobile Food","01-30-2024","VERACRUZ JUICE BAR #2","23286", 
"NA","1830 SIMOND AVE, AUSTIN, TX 78723","9v6s2et2","Mobile Food","02-16-2023","COA- CANTEEN, THE","21933", 
"NA","11416 N FM 620 RD, AUSTIN, TX 78726","9v6mjzgn","Mobile Food","02-13-2024","COA - BUENOS SABORES","23522", 
"NA","8545 N LAMAR BLVD, AUSTIN, TX 78753","9v6s8ty0","Mobile Food","06-08-2023","COA - ANTOJITOS CHOVITA","22472", 
"(737) 703-0855","10014 N LAMAR BLVD, AUSTIN, TX 78753","9v6sbbtw","Mobile Food","04-16-2024","COA - BOCADILLOS HON KONG LLC","23700", 
"NA","9710 N LAMAR BLVD, AUSTIN, TX 78753","9v6sbbhr","Mobile Food","08-03-2023","COA - JAZMIN'S CAFE","22700", 
"NA","1816 E 6TH ST AUSTIN, TX 78702 ","9v6s0m08","Mobile Food","11-14-2023","COA - GOLDEN TIGER 3","23065", 
"(512) 619-3714","13422 DESSAU RD, AUSTIN, TX 78660","9v6sfnyc","Mobile Food","03-28-2024","COA - LAS CATRACHAS EL BUEN SAZON","23770", 
"NA","1108 E 12TH ST AUSTIN, TX 78702 ","9v6s0nux","Mobile Food","07-18-2023","COA - ENSENADA","22609", 
"(512) 791-8743","408 E RUNDBERG LN, AUSTIN, TX 78753","9v6s9nb5","Mobile Food","08-03-2023","COA - EL SABOR CATRACHO","22097", 
"NA","3808 S CONGRESS AVE, AUSTIN, TX 78704","9v67zq7j","Mobile Food","03-26-2024","COA - THE BISCUIT HUT","23686", 
"NA","9313 ANDERSON MILL RD AUSTIN, TX 78729 ","9v6mnz7c","Mobile Food","03-31-2023","COA - FATHER & SONS PRESENTS: PISCES","22126", 
"NA","11200 LAKELINE BLVD, AUSTIN, TX 78717","9v6mqscs","Mobile Food","10-02-2023","COA - ALICE'S CANDY","7763", 
"NA","5000 BURNET RD, AUSTIN, TX 78756","9v6krzu3","Mobile Food","08-29-2023","COA - ROCKIN' ROLLS [23181] ","219917", 
"NA","5201 N LAMAR BLVD, AUSTIN, TX 78751","9v6s2pe0","Mobile Food","07-06-2023","COA - LONCHE #2","22562", 
"(832) 366-6467","2718 GUADALUPE ST, AUSTIN, TX 78705","9v6krfdt","Mobile Food","07-25-2023","COA - ABU OMAR HALAL #2","22620", 
"NA","3504 MONTOPOLIS DR, AUSTIN, TX 78744","9v6eb7jw","Mobile Food","10-31-2023","COA - SHORTWAVE DINER / EAST","22452", 
"(312) 664-8200","10414 MC KALLA PL, AUSTIN, TX 78758","9v6sb7fv","Mobile Food","02-24-2024","COA - UNIT IRP2 ","828872", 
"NA","10414 MC KALLA PL, AUSTIN, TX 78758","9v6sb7fv","Mobile Food","06-21-2023","COA - UNIT BP101","7826", 
"(737) 329-1217","501 W 24TH ST AUSTIN, TX 78705 ","9v6krc9v","Mobile Food","06-04-2024","COA - AL PETRA PLUS LLC","23746", 
"(512) 431-8301","1209 E 6TH ST, AUSTIN, TX 78702","9v6s0j7j","Mobile Food","03-12-2024","COA - GYRO ZAD","23620", 
"NA","1505 TOWN CREEK DR, AUSTIN, TX 78741","9v6s01m6","Mobile Food","06-07-2023","PLOW BAO RIVERSIDE","21787", 
"NA","2000 TRASHER LN AUSTIN, TX 78741 ","9v6ebvbt","Mobile Food","10-31-2023","COA - EL SABOR HONDURENO","22868", 
"NA","603 W LIVE OAK ST, AUSTIN, TX 78704","9v6kp3yd","Mobile Food","04-14-2024","COA - YAPA ARTISAN EMPANADAS #2","23288", 
"NA","1951 E OLTORF ST, AUSTIN, TX 78741","9v6ebp26","Mobile Food","06-30-2023","COA - LA CHOPA","21603", 
"NA","601 E RUNDBERG LN AUSTIN, TX 78753 ","9v6s9n87","Mobile Food","10-11-2023","COA - RAUL'S TAQUERIA","22889", 
"(312) 664-8200","10414 MC KALLA PL, AUSTIN, TX 78758","9v6sb7fv","Mobile Food","05-29-2024","UNIT NP120","8078", 
"(512) 915-4590","403 E 6TH ST, AUSTIN, TX 78701","9v6kpvuk","Mobile Food","03-15-2024","COA - ZAZA MEDITERRANEAN FOOD","7975", 
"NA","1518 BARTON SPRINGS RD, AUSTIN, TX 78704","9v6kpmhg","Mobile Food","02-29-2024","COA - PAPUA MOBILE CAFE","23386", 
"NA","98 SAN JACINTO BLVD, AUSTIN, TX 78701","9v6kpv44","Mobile Food","08-01-2023","COA - FOUR SEASONS FOOD TRUCK","23204", 
"NA","5011 E CESAR CHAVEZ ST, AUSTIN, TX 78702","9v6s0g13","Mobile Food","01-31-2024","ETHIOPIAN AND ERITREAN COUSIN ","710432", 
"(737) 210-9067","7221 MCNEIL DR AUSTIN, TX 78727 ","9v6mpk37","Mobile Food","03-26-2024","COA - TAQUERIA JESSIC","23374", 
"NA","5500 S CONGRESS AVE, AUSTIN, TX 78745","9v67z4fe","Mobile Food","08-01-2023","COA - BBQ FRANK TEX MEXICAN FOOD","23211", 
"NA","2011 WHITIS AVE, AUSTIN, TX 78705","9v6krbg7","Mobile Food","05-11-2023","COA - GREENADE ","235377", 
"NA","8213 BRODIE LN AUSTIN, TX 78739 ","9v67v9u2","Mobile Food","11-28-2023","COA - BETCHA SWEET ICE","21675", 
"NA","10901 DOMAIN DR, AUSTIN, TX 78758","9v6sbjnp","Mobile Food","02-14-2024","COA - THAT BURGER","23193", 
"NA","1901 S LAMAR BLVD, AUSTIN, TX 78704","9v6kp68r","Mobile Food","11-09-2023","COA - BROWN'S BAR-B-QUE","23070", 
"NA","3220 MANOR RD, AUSTIN, TX 78723","9v6s29we","Mobile Food","08-31-2023","COA - LOTE","22817", 
"NA","1701 GRAND AVENUE PKWY, AUSTIN, TX 78660","9v6t38mb","Mobile Food","01-09-2024","COA - TAQUERIA LOS 6 HERMANOS","23370", 
"NA","1800 BURTON DR, AUSTIN, TX 78741","9v6s007c","Mobile Food","02-15-2024","COA - SABOR NICARAGUENSE","23516", 
"(512) 626-3217","2118 S CONGRESS AVE, AUSTIN, TX 78704","9v6kp96w","Mobile Food","12-05-2023","COA - DEVIL DOG COFFEE COMPANY","22662", 
"(512) 796-9952","412 STERZING ST, AUSTIN, TX 78704","9v6kpmdb","Mobile Food","01-18-2024","COA-SNO-BEACH #2","23340", 
"(512) 785-7858","8006 BLUFF SPRINGS RD, AUSTIN, TX 78744","9v67xhw6","Mobile Food","11-28-2023","COA - ANTOJITOS LA MOMIA","23111", 
"(206) 669-0620","2201 SPEEDWAY, AUSTIN, TX 78712","9v6krcnq","Mobile Food","04-14-2024","COA - WETZEL'S PRETZELS","22704", 
"(512) 869-9230","1700 E 6TH ST, AUSTIN, TX 78702","9v6s0jpk","Mobile Food","03-26-2024","COA - ASADOR TACOS","23376", 
"NA","1402 E 38TH HALF ST AUSTIN, TX 78722 ","9v6s26r4","Mobile Food","02-13-2024","COA - EL MANA AUTHENTIC MEXICAN FOOD #2","23521", 
"NA","8807 N LAMAR BLVD, AUSTIN, TX 78753","9v6s8y0r","Mobile Food","06-04-2024","COA - TORTAS Y TACOS DOS HERMANOS","22199", 
"NA","4301 DUVAL ST, AUSTIN, TX 78751","9v6s2hy3","Mobile Food","02-20-2024","COA - FTG ATX","23508", 
"NA","4209 AIRPORT BLVD AUSTIN, TX 78722 ","9v6s2e7d","Mobile Food","04-23-2024","COA - STREAMWAY COFFEE","8040", 
"NA","8800 BUSINESS PARK DR, AUSTIN, TX 78759","9v6kzf4u","Mobile Food","12-14-2023","CREPE CRAZY #2","21832", 
"NA","9725 N IH 35 SVRD NB, AUSTIN, TX 78753","9v6s9p5v","Mobile Food","11-28-2023","COA - LA PRIMAVERA","22648", 
"NA","1906 E CESAR CHAVEZ ST, AUSTIN, TX 78702","9v6s0hps","Mobile Food","06-28-2023","COA - GRANNY'S TACOS #1","22333", 
"(512) 679-9186","13501 DESSAU RD, AUSTIN, TX 78660","9v6sfny6","Mobile Food","02-22-2024","COA - TAQUERIA SELENA","23552", 
"NA","2300 E BEN WHITE BLVD SVRD WB AUSTIN, TX 78741 ","9v67zutn","Mobile Food","05-07-2024","COA - MICHELADAS EL GUERO LLC","22299", 
"NA","13775 RESEARCH BLVD AUSTIN, TX 78750 ","9v6mq9ky","Mobile Food","06-08-2023","COA - BOMBAY STREET FOOD","22473", 
"NA","11444 MANCHACA RD, AUSTIN, TX 78748","9v67t9r8","Mobile Food","06-20-2023","COA - EL REFUGIO GRO","22431", 
"NA","4209 AIRPORT BLVD AUSTIN, TX 78722 ","9v6s2e7d","Mobile Food","02-22-2024","COA - STONEHOUSE WOOD FIRE GRILL #2, THE","22730", 
"(512) 586-7547","302 E 6TH ST, AUSTIN, TX 78701","9v6kpy5c","Mobile Food","06-11-2024","COA - GYRO HOUSE 2","23998", 
"NA","601 W LIVE OAK ST, AUSTIN, TX 78704","9v6kp3yc","Mobile Food","12-05-2023","COA - SUKJAI","22929", 
"NA","3901 PROMONTORY POINT DR, AUSTIN, TX 78744","9v6eb576","Mobile Food","01-30-2024","COA - DISTANT RELATIVES","23232", 
"(512) 705-6672","705 GUNTER ST, AUSTIN, TX 78702","9v6s0spj","Mobile Food","06-11-2024","COA - LYNNY'S","24000", 
"NA","2103 W SLAUGHTER LN, AUSTIN, TX 78748","9v67tuv5","Mobile Food","04-04-2024","COA - TIERRA ZULIANA, LLC","23784", 
"(210) 763-5866","1101 CLERMONT AVE, AUSTIN, TX 78702","9v6kpgwt","Mobile Food","03-10-2023","COA - EL MARISQUERO SEAFOOD","21758", 
"NA","757 SHADY LN, AUSTIN, TX 78702","9v6s0ggb","Mobile Food","03-23-2023","COA - TEXAS WEDGE, THE","22141", 
"NA","11104 OAK VIEW DR, AUSTIN, TX 78759","9v6mp1wr","Mobile Food","05-17-2024","COA - KONA ICE #7","23636", 
"(512) 902-9906","2307 KRAMER LN AUSTIN, TX 78758 ","9v6sbkw2","Mobile Food","03-28-2023","COA - BOTANITA LOS 3 REYES LLC {21827} ","850858", 
"(512) 779-2367","5401 MANCHACA RD, AUSTIN, TX 78745","9v67ysg5","Mobile Food","08-22-2023","OOB COA - TRES MARIA'S","21778", 
"NA","1606 E 6TH ST, AUSTIN, TX 78702","9v6s0jnp","Mobile Food","10-05-2023","COA - YAPA ARTISAN EMPANADAS #3","22X176V", 
"(512) 915-4590","613 TRINITY ST, AUSTIN, TX 78701","9v6kpyhe","Mobile Food","07-13-2023","COA - ZAZA ICE CREAM & JUICE","22607", 
"NA","641 TILLERY ST AUSTIN, TX 78702 ","9v6s0sm0","Mobile Food","08-24-2023","COA - PUEBLO VIEJO MEXICAN FOOD #7","22736", 
"NA","75-1/2 RAINEY ST, AUSTIN, TX 78701","9v6kpukv","Mobile Food","08-31-2023","COA - SPICY BOYS 4","22740", 
"(512) 906-4933","1415 W WILLIAM CANNON DR, AUSTIN, TX 78745","9v67y9b6","Mobile Food","01-29-2024","COA - TAQUERIA MORALES","22977", 
"(512) 947-6988","1606 E 6TH ST, AUSTIN, TX 78702","9v6s0jnp","Mobile Food","03-05-2024","COA - LITTLE PLAZA TACOS #2","23500", 
"(479) 214-5898","13422 DESSAU RD, AUSTIN, TX 78660","9v6sfnyc","Mobile Food","09-09-2023","COA - ASIAN FOOD","22614", 
"NA","7800 S 1ST ST, AUSTIN, TX 78745","9v67wxn4","Mobile Food","05-28-2024","COA - KERLACHES II","23858", 
"NA","5708 S CONGRESS AVE, AUSTIN, TX 78745","9v67z43u","Mobile Food","10-31-2023","COA - LA CHONA 512","22867", 
"NA","2701 E MARTIN LUTHER KING JR BLVD, AUSTIN, TX 78702","9v6s22rq","Mobile Food","04-30-2024","COA - BIRRIERIA MAMA ROSA #3","23661", 
"NA","2421 WEBBERVILLE RD, AUSTIN, TX 78702","9v6s0mnk","Mobile Food","12-12-2023","COA - LICK IT UP #1","23105", 
"(512) 903-0052","13039 POND SPRINGS RD, AUSTIN, TX 78729","9v6mpjgh","Mobile Food","05-21-2024","COA - MIRIAN TACOS #2","23889", 
"NA","1108 E 12TH ST AUSTIN, TX 78702 ","9v6s0nux","Mobile Food","06-06-2023","COA - CUANTOS TACOS #3","22368", 
"NA","75 RAINEY ST, AUSTIN, TX 78701","9v6kpuku","Mobile Food","04-14-2023","COA - BURGERLAND ATX","21824", 
"(512) 748-1110","15630 VISION DR AUSTIN, TX 78660 ","9v6t1xk6","Mobile Food","05-18-2023","COA - TR3 SNAPPY SNACKS LLC #1 ","990890", 
"(737) 900-6545","9433 PARKFIELD DR, AUSTIN, TX 78758","9v6sb8mh","Mobile Food","04-25-2024","COA - MICHELADAS EL GUERO LLC #1","23834", 
"NA","4709 AIRPORT BLVD, AUSTIN, TX 78751","9v6s2mjy","Mobile Food","03-19-2024","COA - TACOS O EL BUEN SAZON","23420", 
"(808) 232-8620","1 TESLA RD AUSTIN, TX 78725 ","9v6efybf","Mobile Food","06-13-2024","COA - HAWAII NEI CAFE","22708", 
"(409) 344-2076","6401 AIRPORT BLVD, AUSTIN, TX 78752","9v6s83jb","Mobile Food","05-07-2024","COA - DEEPEND SUBS","23630", 
"NA","10800 FM 969 RD, AUSTIN, TX 78724","9v6s4vbj","Mobile Food","01-02-2024","COA - EL SAZON CATRACHO #3","23267", 
"NA","7207 E RIVERSIDE DR, AUSTIN, TX 78741","9v6ebvkz","Mobile Food","06-15-2023","COA - PA'L FOGON","22095", 
"NA","10601 N LAMAR BLVD, AUSTIN, TX 78753","9v6sc13s","Mobile Food","01-20-2023","COA - XANAT'H TACOS","21398", 
"NA","12410 N LAMAR BLVD, AUSTIN, TX 78753","9v6scr2p","Mobile Food","02-09-2023","COA - BABYLON","21959", 
"NA","2512 RIO GRANDE ST AUSTIN, TX 78705 ","9v6krf0x","Mobile Food","04-25-2023","COA - SUNS OUT BUNS OUT BURGER COMPANY","22273", 
"(312) 664-8200","10414 MC KALLA PL, AUSTIN, TX 78758","9v6sb7fv","Mobile Food","05-29-2024","COA - UNIT BP123","8026", 
"NA","9313 ANDERSON MILL RD AUSTIN, TX 78729 ","9v6mnz7c","Mobile Food","12-15-2023","COA - EGG-LAARI","22878", 
"NA","2717 MANOR RD, AUSTIN, TX 78722","9v6s23pz","Mobile Food","05-16-2024","COA - COOPER CULINARY","23896", 
"NA","5002 HAMILTON RD AUSTIN, TX 78759 ","9v6kzwwy","Mobile Food","12-15-2023","COA - BOUGIE FOODIE, THE","22998", 
"(512) 696-7544","408 E RUNDBERG LN, AUSTIN, TX 78753","9v6s9nb5","Mobile Food","10-03-2023","ANTOJITOS GLADY'S","22984", 
"NA","2400 BURLESON RD, AUSTIN, TX 78741","9v67zzng","Mobile Food","01-30-2024","COA - PALOMERA","23305", 
"NA","2005 E OLTORF ST AUSTIN, TX 78741 ","9v6ebp2d","Mobile Food","01-25-2024","COA - SABOR DE HONDURAS EN AUSTIN","23234", 
"NA","3008 W SLAUGHTER LN, AUSTIN, TX 78748","9v67tw4c","Mobile Food","09-05-2023","RADIX HOUSE COFFEE SHOP 2","22746", 
"NA","1210 BARTON SPRINGS RD, AUSTIN, TX 78704","9v6kpkz5","Mobile Food","03-05-2024","COA - BISCUITS & GROOVY #4","23498", 
"NA","10701 MANCHACA RD, AUSTIN, TX 78748","9v67tg4k","Mobile Food","06-20-2023","COA - AGUAS CON AMOR","22484", 
"(512) 784-4117","5333 FLEMING CT, AUSTIN, TX 78744","9v6eb4tr","Mobile Food","05-07-2024","COA - TRU LUV","23730", 
"(512) 709-5464","9313 ANDERSON MILL RD AUSTIN, TX 78729 ","9v6mnz7c","Mobile Food","08-17-2023","3 HERMANAS","23153", 
"NA","2505 WEBBERVILLE RD, AUSTIN, TX 78702","9v6s0mpn","Mobile Food","02-15-2024","COA - DESNUDO COFFEE","23513", 
"NA","1400 E 6TH ST, AUSTIN, TX 78702","9v6s0jke","Mobile Food","10-10-2023","COA - HALAL TIME","21663", 
"NA","7107 E RIVERSIDE DR, AUSTIN, TX 78741","9v6ebvs4","Mobile Food","06-13-2024","COA - LAS ALEGRES COMADRES #1","23989", 
"NA","3901 PROMONTORY POINT DR, AUSTIN, TX 78744","9v6eb576","Mobile Food","10-17-2023","COA - SONGBIRD","22792", 
"NA","8807 N LAMAR BLVD, AUSTIN, TX 78753","9v6s8y0r","Mobile Food","04-30-2024","COA - LA CEIBA COCINA","23178", 
"NA","6703 MILLRACE DR AUSTIN, TX 78724 ","9v6s3u8n","Mobile Food","10-17-2023","COA - TAMALES NUEVA ESPERANZA #2","22791", 
"(512) 577-4872","1310 W HOWARD LN, AUSTIN, TX 78728","9v6t16tq","Mobile Food","02-15-2024","COA - EVEREST FOOD TRUCK #2","23555", 
"NA","7800 S 1ST ST, AUSTIN, TX 78745","9v67wxn4","Mobile Food","02-08-2024","COA - PLANTAIN BAR, THE","23565", 
"NA","6201 S CONGRESS AVE, AUSTIN, TX 78745","9v67z19e","Mobile Food","06-15-2023","COA - MAYORGA'S LATIN FOOD","22486", 
"(312) 664-8200","10414 MC KALLA PL, AUSTIN, TX 78758","9v6sb7fv","Mobile Food","05-29-2024","COA - UNIT NP106","8079", 
"NA","10601 N LAMAR BLVD, AUSTIN, TX 78753","9v6sc13s","Mobile Food","11-09-2023","COA - EL BUEN SAZON MICHOACANA #2","22640", 
"NA","6705 E RIVERSIDE DR AUSTIN, TX 78741 ","9v6ebvck","Mobile Food","10-19-2023","COA - ANTOJITOS MEXICANOS LOS JAROCHOS","23032", 
"NA","730 W STASSNEY LN, AUSTIN, TX 78745","9v67ygkj","Mobile Food","11-21-2023","COA - EL PERRITO ATX","22627", 
"(512) 239-9345","8407 BLUFF SPRINGS RD, AUSTIN, TX 78744","9v67x78m","Mobile Food","04-16-2024","COA - LA GARNACHA LOCA DE AUSTIN","23487", 
"NA","9113 BROWN LN, AUSTIN, TX 78754","9v6s9kt0","Mobile Food","05-02-2024","COA - TACOS 4-U [ 22612] ","463604", 
"(512) 679-9165","13422 DESSAU RD, AUSTIN, TX 78660","9v6sfnyc","Mobile Food","01-24-2024","COA - LUCY'S MEXICAN FOOD STORAGE","7922", 
"NA","2623 JONES RD, AUSTIN, TX 78745","9v67yqmc","Mobile Food","09-14-2023","COA - AUTENTICOS MICHOACANOS #2","22874", 
"NA","1919 S PLEASANT VALLEY RD, AUSTIN, TX 78741","9v6ebrby","Mobile Food","04-09-2024","COA - EL SAZON CATRACHO #4","23806", 
"NA","902 E CESAR CHAVEZ ST, AUSTIN, TX 78702","9v6kpuzk","Mobile Food","01-27-2023","TC - J'S HIBACHI","5242", 
"NA","10706 N MOPAC EXPY SB, AUSTIN, TX 78759","9v6sbj8d","Mobile Food","09-11-2023","COA - TAQUERIA GUERRERO ","827086", 
"NA","1204 SALINA ST, AUSTIN, TX 78702","9v6s0r38","Mobile Food","04-20-2023","COA - EL TIGRE COFFEE ROASTERS ","371198", 
"NA","4800 E YAGER LN, AUSTIN, TX 78653","9v6sf2qt","Mobile Food","03-26-2024","COA - ROJAS FOOD SERVICE","23460", 
"NA","610 N IH 35 SVRD AUSTIN, TX 78701 ","9v6kpvzd","Mobile Food","01-18-2024","COA - BUN BOY","23344", 
"NA","12601 TECH RIDGE BLVD, AUSTIN, TX 78753","9v6scy25","Mobile Food","05-28-2024","COA - SWAYZE'S","23859", 
"NA","700 N CUERNAVACA DR, AUSTIN, TX 78733","9v6kscvb","Mobile Food","02-02-2024","CAPITAL TACO #2","21092", 
"NA","1124 E 11TH ST, AUSTIN, TX 78702","9v6s0nk9","Mobile Food","06-29-2023","COA - COMMUNITY VEGAN","22595", 
